A0002500,R0000100,R0214700,R0214800,R0828000,R0945300,R1255700,R1650500,R1923100,R2317900,R2525700,R2924700,R3127400,R3523100,R3728100,R4193700,R4587901,R5270900,R6473700,R6592900
VERSION_R25_2012,CASEID_1979,SAMPLE_RACE_78SCRN,SAMPLE_SEX_1979,CPSOCC80_1982,CPSOCC80_1983,CPSOCC80_1984,CPSOCC80_1985,CPSOCC80_1986,CPSOCC80_1987,CPSOCC80_1988,CPSOCC80_1989,CPSOCC80_1990,CPSOCC80_1991,CPSOCC80_1992,CPSOCC80_1993,CPSOCC80_1994,CPSOCC80_1996,CPSOCC80_1998,CPSOCC80_01_2000
445,7937,2,1,389,-4,-4,887,486,486,889,-4,889,-4,-4,-4,-4,785,-5,889
445,7938,2,2,-4,-4,-4,-4,-4,-4,447,447,447,-4,-4,447,447,435,447,447
445,7939,2,1,-4,444,877,365,-5,365,-4,-4,-4,-4,-4,-4,-4,883,633,-5
445,7940,1,1,417,883,208,447,417,417,417,417,417,417,417,417,417,417,417,417
445,7941,1,1,163,159,387,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7942,1,2,389,438,274,274,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7943,1,2,406,-4,-4,-4,-4,315,313,313,313,313,-4,-4,337,319,319,319
445,7944,1,1,887,-4,185,505,759,505,576,575,194,599,789,789,185,185,185,774
445,7945,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,319,84,-4,16,889,889
445,7946,1,1,-4,-4,-4,889,444,804,803,869,486,785,869,709,777,269,849,849
445,7947,1,1,754,856,637,526,777,526,526,-4,549,267,267,274,274,-4,526,526
445,7948,1,1,584,505,505,505,505,777,579,-4,503,364,364,364,364,19,785,785
445,7949,1,2,313,777,276,-4,-4,-4,-4,-4,-4,-4,-4,365,-4,-4,877,877
445,7950,1,2,479,479,486,558,-4,637,365,-4,-4,-4,-4,-4,-4,567,567,453
445,7951,1,2,447,-4,479,-4,387,155,379,-5,447,447,447,-4,-4,-4,-4,-4
445,7952,1,2,689,-4,588,-4,405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,364
445,7953,1,1,444,437,437,437,-5,437,-5,518,-5,777,777,779,779,633,633,-5
445,7954,1,1,436,437,437,437,437,437,779,783,783,783,783,783,783,783,783,783
445,7955,1,1,479,479,856,479,759,889,479,479,505,-5,-5,-5,-5,-5,274,-5
445,7956,1,1,505,505,808,808,808,808,808,507,505,507,808,507,505,505,505,505
445,7957,1,1,486,468,424,453,453,588,365,365,848,889,869,869,856,436,-5,-5
445,7958,1,2,-4,276,-4,23,23,23,5,376,385,375,376,375,375,19,19,166
445,7959,1,2,877,777,588,276,276,276,276,276,276,303,29,243,276,426,337,337
445,7960,3,1,783,-4,-4,-4,-4,-4,-4,486,274,-5,-5,-5,-5,-5,-5,-5
445,7961,3,1,-4,-4,774,774,774,889,534,453,453,-5,-5,-5,-5,-5,-5,-5
445,7962,1,1,479,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5
445,7963,1,1,453,-4,-4,588,-4,-4,-4,-4,595,573,573,869,869,19,-5,-5
445,7964,1,1,364,364,359,19,364,337,337,337,23,19,337,7,16,19,19,337
445,7965,1,1,276,479,889,276,877,-4,-4,804,804,804,804,804,593,593,889,593
445,7966,1,1,276,276,389,444,885,889,276,859,534,534,534,534,889,869,869,563
445,7967,1,2,406,796,36,-4,888,316,348,348,319,348,319,319,339,84,339,339
445,7968,1,2,-4,-4,444,435,243,274,-5,435,435,888,356,277,277,337,364,19
445,7969,1,2,488,888,424,424,426,256,389,379,379,379,379,276,-5,-5,-5,-5
445,7970,1,1,479,479,889,777,856,-5,785,436,888,364,364,364,364,777,486,486
445,7971,1,2,-4,889,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,468
445,7972,1,1,777,479,856,479,444,477,856,856,-3,869,453,453,769,-5,-5,486
445,7973,1,2,888,689,588,389,313,337,337,313,379,319,379,328,328,328,379,36
445,7974,1,2,-4,689,799,-4,888,799,488,283,-4,-4,-4,365,19,379,486,486
445,7975,1,2,-5,479,479,888,-5,799,-5,-5,-5,479,488,799,799,799,777,-5
445,7976,1,1,-5,479,889,479,479,479,479,475,479,-5,-5,-5,-5,-5,-5,-5
445,7977,1,1,479,479,589,479,479,856,567,479,486,479,486,479,479,77,479,479
445,7978,1,1,479,479,748,479,479,856,856,479,479,479,479,804,477,19,477,477
445,7979,1,2,458,458,458,458,458,458,458,458,458,458,458,458,458,458,156,156
445,7980,1,2,95,95,95,95,95,207,207,95,95,389,313,389,389,389,315,315
445,7981,2,2,138,479,137,199,199,208,319,-4,-4,-4,459,159,159,159,159,159
445,7982,2,1,777,55,235,549,235,55,55,213,235,55,309,19,64,64,213,59
445,7983,1,2,445,445,445,445,445,445,445,448,445,204,445,445,445,445,445,445
445,7984,1,1,783,783,783,783,783,749,783,-4,573,869,704,869,595,595,595,567
445,7985,1,2,365,-4,274,274,-4,-4,468,159,387,337,387,387,387,387,36,36
445,7986,1,1,479,479,479,479,479,479,479,479,859,453,453,453,453,453,453,453
445,7987,1,1,567,437,438,444,329,217,319,217,217,43,43,19,217,217,43,43
445,7988,1,2,315,315,276,335,734,313,313,379,313,734,339,734,734,365,389,336
445,7989,1,1,804,804,567,567,-5,-5,-5,567,-5,-5,-5,-5,-5,-5,-5,-5
445,7990,1,2,445,805,363,-5,-5,-5,-5,-5,-5,313,319,319,319,319,319,-5
445,7991,1,1,-4,-4,-4,-4,-4,-4,796,689,785,508,785,785,508,785,508,508
445,7992,1,1,805,804,804,595,567,856,599,35,869,855,783,35,35,855,855,558
445,7993,1,1,777,479,479,869,473,856,733,883,19,796,633,259,633,633,633,633
445,7994,1,2,335,335,468,337,337,389,468,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,7995,1,1,486,856,754,856,856,754,754,754,856,856,633,-5,-5,-5,-5,-5
445,7996,1,1,243,433,437,433,443,437,19,19,436,-5,-5,-5,-5,-5,-5,-5
445,7997,1,2,276,276,389,363,363,65,363,259,56,363,256,376,376,26,166,19
445,7998,1,2,363,365,365,365,97,97,97,97,208,97,97,97,97,97,97,433
445,7999,1,1,436,437,224,224,-4,486,-5,-4,579,889,-4,485,-4,-4,-4,-5
445,8000,2,2,337,155,19,889,254,254,254,254,254,308,7,25,337,337,337,25
445,8001,1,2,405,438,276,-4,355,406,406,406,468,-4,406,-4,337,337,344,344
445,8002,1,1,439,869,569,-4,877,547,-4,505,865,453,-4,254,364,453,869,869
445,8003,1,2,424,174,163,424,174,424,424,174,174,174,174,424,424,174,174,174
445,8004,1,1,458,458,458,148,458,389,458,34,274,19,19,19,-5,-5,19,19
445,8005,1,1,877,704,637,777,704,704,-4,637,869,565,527,527,55,55,217,218
445,8006,1,2,689,877,19,19,785,217,188,335,335,188,406,468,856,335,406,406
445,8007,2,2,447,447,-4,-4,447,207,95,207,207,204,243,276,95,243,-5,95
445,8008,3,2,-4,-4,-4,-4,-4,174,163,174,-4,-5,-5,-5,-5,-5,-5,-5
445,8009,1,1,-4,-4,-4,804,444,-3,-4,-4,-4,-4,-4,566,-4,-4,566,-4
445,8010,1,2,777,316,805,805,365,313,785,683,-3,-4,-4,-4,-3,407,407,-4
445,8011,1,1,579,588,869,869,869,869,869,567,869,869,869,869,869,869,869,599
445,8012,3,1,424,424,424,424,426,424,415,434,426,-5,-5,-5,-5,-5,-5,-5
445,8013,1,2,458,458,458,458,458,458,458,-4,313,313,348,277,276,379,-4,-4
445,8014,3,1,479,453,459,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8015,3,2,777,777,444,777,276,777,435,434,434,-5,-5,-5,-5,-5,-5,-5
445,8016,3,2,754,-4,276,777,785,588,-5,435,435,-5,-5,-5,-5,-5,-5,-5
445,8017,3,2,438,-5,748,447,446,447,95,447,407,-5,-5,-5,-5,-5,-5,-5
445,8018,3,2,435,274,405,405,277,469,387,-4,-5,-5,-5,-5,-5,-5,-5,-5
445,8019,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8020,1,2,337,-5,-5,-5,-5,-5,-5,-5,-5,-5,266,-5,-4,-4,-4,-4
445,8021,3,1,163,163,14,19,19,14,389,19,316,-5,-5,-5,-5,-5,-5,-5
445,8022,1,1,889,883,889,274,266,274,266,266,266,274,266,266,266,266,266,266
445,8023,1,2,446,208,276,319,319,313,319,319,-5,328,313,313,313,313,313,313
445,8024,1,1,453,-5,453,-5,-5,547,19,523,523,523,19,-5,-5,-5,-5,-5
445,8025,1,2,444,389,889,319,389,313,337,337,337,23,313,23,23,23,23,23
445,8026,1,1,889,577,55,577,-5,575,585,585,869,558,526,547,575,575,503,575
445,8027,1,1,269,-4,274,804,804,804,804,804,804,804,809,808,808,809,809,447
445,8028,2,2,-4,-4,-4,805,806,365,385,308,-4,337,8,253,-4,336,205,19
445,8029,1,2,387,387,387,387,387,159,465,465,465,465,465,-4,-5,465,465,-5
445,8030,1,2,-4,-4,365,-4,-5,389,-4,327,337,-4,-4,-4,-4,-4,376,379
445,8031,1,2,-4,-4,-4,-4,-4,-4,-4,315,315,315,264,379,389,335,424,424
445,8032,2,1,573,199,468,-4,55,55,213,525,213,213,213,213,-3,213,467,404
445,8033,2,2,486,-4,-4,274,418,418,418,418,423,418,418,418,418,418,418,418
445,8034,2,2,447,447,447,447,446,447,447,447,206,206,95,95,95,95,95,95
445,8035,2,2,447,447,446,447,447,447,95,203,447,447,447,447,329,175,-4,84
445,8036,2,2,777,769,276,777,318,588,243,276,276,276,558,307,307,243,19,633
445,8037,1,2,-4,-4,315,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8038,2,1,804,357,805,383,174,274,174,27,27,174,174,174,174,174,174,303
445,8039,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,468,-4,-4,-4,-4,-4,754
445,8040,2,1,579,588,59,689,208,59,576,576,575,576,575,575,575,575,575,575
445,8041,2,1,-4,-4,796,796,243,277,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
445,8042,2,2,-4,453,274,383,383,389,-5,-5,-5,-5,-5,-5,19,-5,259,-5
445,8043,2,1,877,887,889,737,734,737,734,734,747,747,334,734,734,734,734,734
445,8044,2,2,438,435,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,468,276,337,337
445,8045,2,2,-4,-4,433,276,444,-4,449,449,276,276,-4,-4,276,243,243,243
445,8046,1,1,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189
445,8047,2,2,438,276,276,276,433,256,276,276,276,276,276,276,465,427,427,427
445,8048,1,2,276,276,444,877,877,-4,-4,319,385,-4,-4,877,19,276,376,383
445,8049,2,2,207,447,446,207,447,458,384,313,19,379,313,313,869,189,379,359
445,8050,2,1,453,175,889,805,727,19,863,437,19,19,37,433,364,364,453,595
445,8051,3,2,-4,-4,-4,-4,-4,449,453,453,-4,-5,-5,-5,-5,-5,-5,-5
445,8052,1,1,313,785,595,433,217,217,57,44,217,55,185,57,57,217,185,217
445,8053,3,2,458,458,458,458,458,458,458,458,458,-5,-5,-5,-5,-5,-5,-5
445,8054,3,2,389,389,313,65,365,19,33,468,-4,-5,-5,-5,-5,-5,-5,-5
445,8055,3,1,-4,-4,-4,-4,885,-4,515,597,508,-5,-5,-5,-5,-5,-5,-5
445,8056,3,2,406,438,435,387,128,128,157,128,154,-5,-5,-5,-5,-5,-5,-5
445,8057,2,2,447,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,447,-4,405,-4,-4
445,8058,2,1,-4,467,889,889,-4,-4,-4,-4,453,889,889,486,486,486,453,-4
445,8059,1,2,444,444,-4,-4,-4,-4,-4,-4,-4,739,744,-4,-4,-5,-4,-5
445,8060,2,1,805,426,719,888,883,855,749,274,-5,453,873,-5,-5,-5,-5,-5
445,8061,1,2,785,777,588,-5,-5,647,-4,-4,-4,-4,323,267,276,754,-4,-4
445,8062,1,2,347,-4,589,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8063,1,1,453,777,558,889,869,675,675,794,633,675,563,785,785,19,785,785
445,8064,2,1,436,-4,486,486,599,-4,585,453,453,869,-4,-4,479,436,436,436
445,8065,3,2,617,748,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8066,3,2,274,276,276,276,276,338,754,378,337,-5,-5,-5,-5,-5,-5,-5
445,8067,3,2,406,-4,405,276,276,276,-4,-4,406,-5,-5,-5,-5,-5,-5,-5
445,8068,1,2,445,445,208,445,204,445,445,174,-5,174,377,377,174,-5,-5,-5
445,8069,1,1,-4,443,444,433,433,19,433,337,19,19,433,19,243,243,19,243
445,8070,1,1,439,889,453,453,453,16,567,567,567,567,453,19,567,869,887,869
445,8071,1,1,129,308,308,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8072,1,2,689,689,363,689,-5,56,56,56,-5,33,33,33,33,33,277,277
445,8073,3,2,444,194,-5,-5,-5,376,887,887,458,-5,-5,-5,-5,-5,-5,-5
445,8074,2,1,28,233,637,229,229,637,3,19,5,19,19,19,19,19,189,-5
445,8075,3,1,-4,505,505,-5,505,505,505,19,505,-5,-5,-5,-5,-5,-5,-5
445,8076,3,1,877,437,444,437,437,433,19,433,433,-5,-5,-5,-5,-5,-5,-5
445,8077,2,1,657,567,256,877,435,813,178,25,255,-5,255,255,226,226,227,19
445,8078,2,2,365,-4,-4,-4,-4,-4,235,156,156,-5,-5,-5,-5,-5,19,19
445,8079,1,2,-5,-5,364,276,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8080,3,1,464,437,379,389,218,33,218,53,217,-5,-5,-5,-5,-5,-5,-5
445,8081,3,2,308,308,363,308,308,229,308,19,64,-5,-5,-5,-5,-5,-5,-5
445,8082,1,1,198,198,194,228,198,198,198,198,187,195,195,187,187,-5,-5,-5
445,8083,1,2,777,637,-4,-4,-4,-4,-4,777,406,406,-4,-4,406,406,468,468
445,8084,3,2,-4,889,235,348,348,-4,437,449,449,-5,-5,-5,-5,-5,-5,-5
445,8085,3,2,435,435,445,445,445,445,445,445,445,-5,-5,-5,-5,-5,-5,-5
445,8086,3,2,189,435,199,19,243,197,185,256,-4,-5,-5,-5,-5,-5,-5,-5
445,8087,1,1,229,547,229,229,229,229,229,229,19,229,229,229,229,229,229,229
445,8088,1,2,435,435,435,435,435,-5,389,677,339,339,344,339,339,339,-5,-5
445,8089,3,1,383,337,254,254,23,23,376,25,7,-5,-5,-5,-5,-5,-5,-5
445,8090,3,1,7,254,254,254,254,16,25,254,274,-5,-5,-5,-5,-5,-5,-5
445,8091,1,2,453,405,405,453,-4,-4,407,407,405,-4,407,453,453,405,453,453
445,8092,3,2,389,316,376,28,229,19,64,26,19,-5,-5,-5,-5,-5,-5,-5
445,8093,1,2,-5,-5,637,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
445,8094,1,1,579,433,-5,19,276,433,19,159,89,89,103,89,89,89,336,336
445,8095,1,1,633,889,887,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8096,1,1,444,437,437,437,433,437,436,19,436,436,436,436,436,436,436,436
445,8097,1,1,-4,-4,-4,-4,-4,-4,585,567,567,567,486,-4,486,-5,473,-5
445,8098,1,1,777,756,617,756,768,73,558,567,185,869,567,-4,-4,-4,-4,-4
445,8099,1,2,785,-4,275,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8100,1,1,55,758,785,785,785,785,785,785,785,785,785,683,683,785,785,785
445,8101,1,1,785,856,889,856,869,869,889,865,889,869,869,585,585,585,599,-5
445,8102,1,2,449,453,449,449,449,405,449,-4,-4,-4,-4,-4,449,453,-4,447
445,8103,1,2,796,777,588,777,-4,785,785,785,754,754,888,785,785,785,777,777
445,8104,1,1,785,785,515,516,235,56,634,65,187,56,216,217,434,-4,56,159
445,8105,1,2,319,376,359,808,389,363,347,365,385,385,308,379,-3,379,-4,-5
445,8106,1,1,658,759,658,658,785,558,19,633,633,567,658,-5,759,-5,-5,633
445,8107,1,1,723,777,684,777,723,777,777,723,779,633,777,779,-5,779,796,796
445,8108,1,1,436,438,97,446,588,588,588,588,779,777,804,583,583,889,869,804
445,8109,1,2,-4,-4,774,347,308,347,347,347,-4,-4,-4,-4,-4,-4,-4,-4
445,8110,1,2,383,383,383,383,383,383,365,7,7,376,376,376,383,383,376,376
445,8111,1,2,274,-4,-4,387,143,159,159,155,156,144,156,156,156,156,156,156
445,8112,1,1,785,889,639,869,869,869,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8113,1,2,335,335,275,335,376,319,389,338,338,27,338,27,27,379,27,27
445,8114,1,2,777,777,637,689,689,-3,796,796,-4,-4,-4,436,436,443,443,443
445,8115,1,1,79,785,888,856,453,875,875,804,804,804,709,579,468,804,804,804
445,8116,1,1,447,453,439,-4,-4,769,769,774,889,856,777,364,-4,-4,-4,-4
445,8117,1,2,274,276,276,276,276,376,305,327,19,376,389,345,376,379,178,389
445,8118,2,1,386,-5,-5,-5,-5,-5,-5,64,55,-5,-5,-5,-5,-5,-5,-5
445,8119,3,2,95,207,446,95,95,447,95,95,-4,-5,-5,-5,-5,-5,-5,-5
445,8120,1,2,-4,-4,319,435,435,435,435,84,84,84,-5,446,84,84,84,84
445,8121,1,2,-4,-4,453,453,445,85,85,85,85,85,85,85,-4,-4,-4,-5
445,8122,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8123,1,2,389,-4,-4,-4,-4,84,447,84,447,84,84,84,84,95,95,95
445,8124,2,1,453,453,453,889,453,453,453,453,453,453,453,453,453,453,453,453
445,8125,2,2,-4,-4,-4,-4,-4,-4,319,-4,327,378,378,378,385,337,-5,337
445,8126,1,2,-4,-4,276,276,274,274,275,-4,274,243,19,337,337,319,319,313
445,8127,2,2,-4,319,348,406,468,315,285,-4,308,23,379,313,319,319,319,319
445,8128,2,1,646,646,889,339,806,806,593,426,453,426,514,514,514,887,174,-5
445,8129,2,2,389,313,379,385,-5,313,375,375,-4,375,-5,-5,375,27,319,327
445,8130,3,1,274,365,389,-4,-4,337,19,19,16,-5,-5,-5,-5,-5,-5,-5
445,8131,3,2,-4,877,315,-4,-4,-4,25,14,14,-5,-5,-5,-5,-5,-5,-5
445,8132,3,2,407,453,275,-3,337,-4,37,356,357,-5,-5,-5,-5,-5,-5,-5
445,8133,1,2,406,405,468,387,387,155,468,468,274,277,-4,-4,-4,-4,-4,-4
445,8134,3,1,156,223,223,178,19,178,234,178,178,-5,-5,-5,-5,-5,-5,-5
445,8135,3,1,229,229,229,229,229,19,64,229,229,-5,-5,-5,-5,-5,-5,-5
445,8136,1,1,877,365,138,159,19,274,259,259,259,259,259,166,-5,19,19,19
445,8137,3,2,337,19,19,337,19,385,308,213,19,-5,-5,-5,-5,-5,-5,-5
445,8138,1,1,199,199,19,175,806,805,-4,-4,255,376,25,7,19,19,27,8
445,8139,1,1,756,364,558,19,-4,856,-4,364,755,755,755,889,889,799,633,633
445,8140,1,2,335,389,-4,-4,-4,389,276,-4,-5,-4,208,379,379,235,167,174
445,8141,1,2,319,313,337,337,337,19,14,15,303,15,15,-5,-5,19,19,19
445,8142,1,1,383,383,337,389,383,19,383,7,303,303,19,376,303,418,23,23
445,8143,1,2,447,447,444,276,437,437,276,276,796,796,489,796,785,779,779,779
445,8144,1,2,438,438,438,438,435,19,433,276,276,276,276,276,-5,-5,276,-5
445,8145,1,1,477,354,356,804,805,804,357,805,804,804,806,804,805,804,889,889
445,8146,1,1,505,505,505,235,806,356,806,804,805,804,805,804,804,804,805,805
445,8147,1,1,889,356,347,805,856,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8148,1,2,389,319,313,313,274,357,16,185,-4,-4,316,316,316,316,19,313
445,8149,1,2,313,389,337,337,379,337,337,303,19,337,338,337,337,338,23,23
445,8150,1,2,144,435,199,329,329,275,276,156,16,154,16,16,159,156,156,156
445,8151,1,2,-4,156,156,156,159,157,157,157,-4,-4,-4,-4,-4,-4,-4,-4
445,8152,1,2,313,313,313,313,378,19,25,337,385,7,274,285,285,64,337,337
445,8153,1,2,-4,315,274,337,-4,447,95,447,-5,174,207,95,207,207,95,95
445,8154,1,1,505,805,529,529,527,804,805,97,439,447,436,436,446,446,208,208
445,8155,1,1,796,55,217,56,55,55,385,64,56,56,56,56,56,56,215,56
445,8156,1,1,777,-4,446,235,446,208,364,364,364,364,235,446,55,213,59,59
445,8157,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8158,2,1,389,856,-4,364,364,877,889,889,365,829,889,829,779,19,637,633
445,8159,1,1,783,276,783,777,856,706,706,883,699,779,777,777,777,777,796,777
445,8160,1,2,276,276,379,276,276,376,336,364,385,364,344,364,379,335,335,335
445,8161,1,2,-4,-4,-4,-4,406,406,-4,-4,-3,-4,-4,-4,-4,-4,468,468
445,8162,1,1,883,877,889,845,877,364,876,876,883,859,859,876,876,849,849,849
445,8163,1,1,438,-4,387,274,264,23,305,23,23,19,23,23,389,23,23,-5
445,8164,3,1,804,805,805,-5,-5,453,453,453,804,-5,-5,-5,-5,-5,-5,-5
445,8165,1,1,885,365,689,889,466,529,-5,-5,-5,365,365,275,269,269,804,269
445,8166,3,1,469,804,804,804,276,256,276,308,235,-5,-5,-5,-5,-5,-5,-5
445,8167,3,1,315,315,315,315,313,313,389,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8168,1,1,856,637,637,777,725,777,889,889,869,889,753,518,518,844,856,844
445,8169,1,2,405,274,308,308,389,389,175,377,315,315,174,174,174,174,389,389
445,8170,1,2,23,23,23,319,23,23,23,337,337,23,23,337,19,-5,-5,283
445,8171,3,1,777,-4,505,505,19,16,-5,579,19,-5,-5,-5,-5,-5,-5,-5
445,8172,3,2,378,389,378,378,378,378,339,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,8173,1,1,436,437,437,437,437,437,437,436,436,436,436,-5,-5,-5,-5,436
445,8174,1,2,744,744,-4,-4,-4,-4,376,254,373,558,257,-4,-4,-4,327,376
445,8175,1,2,-4,-4,-4,-4,-4,-4,406,274,446,447,203,447,446,446,203,319
445,8176,1,2,-4,447,319,319,319,319,203,207,95,426,446,446,446,446,446,208
445,8177,1,1,783,783,784,558,558,558,633,307,633,19,633,806,806,785,505,505
445,8178,1,2,274,274,274,-4,275,274,274,243,276,389,348,308,308,779,666,274
445,8179,1,1,785,579,579,759,759,579,759,759,567,636,285,274,274,268,509,509
445,8180,1,2,-5,-5,-5,-5,888,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8181,1,2,445,445,445,445,445,445,445,445,445,445,445,445,445,204,445,445
445,8182,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,8183,2,1,436,-4,-4,-4,-4,505,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4
445,8184,2,2,-4,-4,-4,-4,-4,-4,319,319,-4,468,-4,-4,319,95,436,-4
445,8185,2,1,-4,-4,-4,-4,364,-4,486,453,-4,-4,-4,-4,-4,-4,-5,-5
445,8186,2,1,453,-4,-4,-4,505,506,505,579,-3,486,889,486,-4,805,805,877
445,8187,2,1,-5,274,274,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8188,2,1,-4,276,579,579,-4,-4,-4,-4,806,805,804,-4,-4,883,-4,-4
445,8189,1,2,-5,-5,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,8190,1,1,634,637,649,558,558,558,633,633,633,633,558,633,633,633,19,19
445,8191,2,1,-4,-4,809,869,677,796,889,259,274,364,269,365,365,307,19,426
445,8192,2,2,389,313,185,283,274,274,264,277,256,257,257,453,453,579,185,185
445,8193,1,2,-4,275,-4,-4,-4,-4,-4,-4,313,313,313,-4,313,313,379,379
445,8194,1,2,-4,-4,-4,-4,-4,-4,-4,243,266,19,19,277,277,13,277,277
445,8195,1,2,-4,-4,468,405,444,276,406,468,-4,468,468,468,364,785,438,-5
445,8196,3,2,363,389,313,313,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,8197,1,1,19,505,486,595,595,869,567,567,567,567,567,567,567,567,567,567
445,8198,1,2,777,785,-4,-4,277,274,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5
445,8199,1,1,444,437,444,887,453,-4,-5,-4,-5,-5,-4,-5,-5,-5,-5,-5
445,8200,1,1,505,453,569,587,869,865,883,567,585,585,547,-5,585,-5,426,-5
445,8201,1,1,365,276,486,805,883,-5,883,599,869,-4,274,19,19,869,563,-5
445,8202,1,2,-4,-4,-4,159,159,-4,-5,-4,-4,-4,-4,-4,-4,-5,-4,-5
445,8203,1,1,308,308,229,19,243,19,379,19,19,19,799,19,19,19,274,274
445,8204,1,1,-5,-5,-5,-5,785,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,8205,1,1,783,783,844,777,734,637,779,777,777,777,-5,-5,-5,-5,-5,-5
445,8206,1,1,804,804,804,-4,364,364,779,365,779,364,364,364,856,856,889,889
445,8207,1,1,-5,686,686,453,558,364,883,756,889,327,877,888,888,877,889,783
445,8208,2,2,274,-4,-4,365,243,335,389,259,319,208,308,19,385,277,23,15
445,8209,2,1,875,469,748,453,-4,-4,777,453,453,453,875,453,453,453,453,453
445,8210,2,2,-4,276,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,8211,1,1,887,453,453,887,887,887,505,887,263,505,783,877,505,809,243,869
445,8212,2,2,23,23,19,23,19,23,305,337,7,23,23,337,337,23,255,7
445,8213,1,2,313,-4,274,-4,468,406,-4,327,-4,-4,-4,-4,-3,-4,-4,877
445,8214,1,1,365,364,354,799,799,354,805,804,804,804,804,806,806,804,805,804
445,8215,1,2,276,276,275,354,319,319,379,379,379,313,379,319,319,313,-5,-5
445,8216,1,1,686,686,686,689,686,889,449,453,453,486,486,453,-5,453,-5,453
445,8217,1,2,319,319,319,389,389,159,163,25,156,27,156,156,14,156,156,14
445,8218,1,2,264,376,7,378,19,7,276,308,308,376,259,339,337,337,19,19
445,8219,1,1,437,444,437,437,276,276,243,243,243,383,383,7,7,7,156,156
445,8220,3,2,-5,453,435,313,435,144,157,157,157,-5,-5,-5,-5,-5,-5,-5
445,8221,3,2,313,274,383,383,515,585,-4,-4,435,-5,-5,-5,-5,-5,-5,-5
445,8222,3,2,805,274,208,203,208,203,389,379,379,-5,-5,-5,-5,-5,-5,-5
445,8223,3,1,19,19,19,19,19,28,243,19,263,-5,-5,-5,-5,-5,-5,-5
445,8224,2,1,768,777,869,579,515,515,243,243,243,19,19,19,276,19,-5,-5
445,8225,1,1,-5,-4,-4,-4,-5,-5,-5,-4,-5,-5,254,19,13,-5,-5,15
445,8226,1,2,229,229,229,229,229,235,213,229,64,55,229,64,64,229,19,229
445,8227,1,2,276,274,274,357,27,19,19,456,19,13,313,303,303,19,379,379
445,8228,1,1,575,526,526,526,534,326,593,534,534,216,534,534,534,534,534,534
445,8229,1,1,534,534,534,526,534,534,534,534,696,534,534,19,19,19,696,696
445,8230,1,1,479,567,479,617,617,479,-5,473,473,473,453,588,883,-5,-5,-5
445,8231,1,1,479,479,856,439,473,479,479,856,364,364,473,444,479,-5,-5,-5
445,8232,1,1,436,436,437,-5,-5,-5,437,436,444,436,436,436,436,436,436,436
445,8233,1,1,453,804,889,364,453,566,599,19,575,575,575,575,575,575,575,575
