A0002500,R0000100,R0214700,R0214800,R0828000,R0945300,R1255700,R1650500,R1923100,R2317900,R2525700,R2924700,R3127400,R3523100,R3728100,R4193700,R4587901,R5270900,R6473700,R6592900
VERSION_R25_2012,CASEID_1979,SAMPLE_RACE_78SCRN,SAMPLE_SEX_1979,CPSOCC80_1982,CPSOCC80_1983,CPSOCC80_1984,CPSOCC80_1985,CPSOCC80_1986,CPSOCC80_1987,CPSOCC80_1988,CPSOCC80_1989,CPSOCC80_1990,CPSOCC80_1991,CPSOCC80_1992,CPSOCC80_1993,CPSOCC80_1994,CPSOCC80_1996,CPSOCC80_1998,CPSOCC80_01_2000
445,7642,2,2,319,447,-4,276,-4,447,159,203,203,156,155,155,156,-3,14,156
445,7643,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
445,7644,2,1,-4,-4,526,566,869,588,843,364,453,453,-4,889,889,448,453,453
445,7645,2,2,-4,435,444,-4,-4,453,276,276,276,453,-4,747,443,444,277,436
445,7646,2,2,453,447,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5
445,7647,2,1,348,527,527,527,577,486,389,595,889,774,777,774,774,308,308,308
445,7648,2,2,315,316,379,379,377,315,336,376,376,95,207,207,207,207,-5,-5
445,7649,2,2,355,354,354,354,354,354,356,354,354,354,354,354,354,354,354,354
445,7650,2,1,453,447,-4,174,175,468,19,174,175,174,105,467,468,163,174,19
445,7651,2,2,276,274,19,19,365,243,275,274,385,25,7,23,23,23,-5,-5
445,7652,2,2,-4,883,-4,-4,274,308,276,267,274,275,19,23,23,275,379,19
445,7653,2,2,389,389,315,313,337,27,27,27,27,174,8,316,319,-5,-5,319
445,7654,2,1,329,435,55,365,364,364,364,877,883,276,276,276,889,19,55,213
445,7655,2,2,453,453,449,453,449,447,447,477,447,447,447,447,-3,808,447,808
445,7656,2,1,856,453,889,486,486,856,579,579,579,579,579,579,436,889,765,765
445,7657,2,2,805,804,804,804,805,804,804,804,804,804,804,804,804,804,804,804
445,7658,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7659,2,1,-5,-5,-5,-5,-5,-5,-5,208,447,777,-5,-5,-5,-5,-5,-5
445,7660,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7661,2,1,453,449,889,885,457,437,436,436,796,567,453,448,448,453,453,453
445,7662,2,2,438,19,97,437,437,274,19,243,449,449,448,449,-4,-4,276,276
445,7663,2,2,-4,-4,276,-4,274,684,699,779,777,777,777,796,796,756,756,756
445,7664,2,1,444,444,365,777,804,433,805,444,-5,433,433,19,19,433,433,433
445,7665,2,2,435,-4,-4,447,447,447,889,224,785,-5,-5,-5,-5,-5,-5,-5
445,7666,2,1,883,883,883,804,883,804,-5,804,-5,804,-5,804,804,804,19,804
445,7667,2,1,-4,-4,773,453,889,639,657,768,-5,567,869,657,657,567,567,567
445,7668,2,1,365,-4,-4,276,437,-4,-4,-4,-4,-4,175,157,157,157,157,158
445,7669,2,2,-4,449,458,274,-4,308,-5,303,19,19,313,19,19,19,337,337
445,7670,2,2,468,-4,469,407,446,-4,-4,444,208,779,785,446,779,779,208,208
445,7671,2,2,276,438,447,155,276,274,313,313,313,313,313,313,313,313,313,-5
445,7672,2,2,155,-4,435,405,444,447,447,447,-5,155,468,468,155,155,468,155
445,7673,2,2,453,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,449
445,7674,2,1,435,435,708,365,575,575,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7675,2,1,438,469,444,444,444,424,418,885,748,567,418,426,426,426,423,423
445,7676,2,1,276,437,276,-4,-4,-4,-4,-4,-4,-4,-4,16,254,254,448,243
445,7677,2,1,877,365,365,889,-4,-4,-4,-4,683,887,883,567,804,809,805,-5
445,7678,2,2,407,389,276,155,155,159,155,155,468,155,155,-4,-4,156,-4,389
445,7679,2,2,734,774,-4,313,313,313,313,319,264,274,275,274,274,275,274,19
445,7680,2,1,453,453,869,759,889,887,876,769,-5,-5,453,887,439,439,436,436
445,7681,2,2,-4,-4,-4,-4,-4,-4,406,468,-4,439,436,-4,-4,-4,-4,-4
445,7682,2,2,243,276,276,337,276,276,-4,207,447,446,156,156,156,155,174,323
445,7683,1,2,777,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7684,1,2,389,315,313,468,37,19,337,379,317,317,37,376,376,23,389,257
445,7685,2,2,446,-4,-4,-4,-4,-4,446,446,436,379,379,337,337,338,338,338
445,7686,2,1,-5,-5,-5,-5,727,-5,-5,727,779,-5,727,769,769,-5,738,738
445,7687,2,2,274,206,206,203,-5,206,206,206,203,206,558,206,207,16,16,16
445,7688,2,2,469,447,19,446,174,447,468,447,447,447,95,207,207,207,207,888
445,7689,2,2,159,459,426,424,806,424,426,308,308,308,229,363,363,308,433,327
445,7690,2,1,436,348,163,449,235,274,327,303,307,19,558,376,303,19,19,19
445,7691,2,2,276,354,23,313,313,313,313,313,313,313,313,23,156,157,156,156
445,7692,2,2,437,-4,453,274,315,276,175,19,175,175,19,175,175,19,175,175
445,7693,2,2,486,276,276,-4,-4,313,407,406,447,447,436,447,-3,407,407,407
445,7694,2,2,444,-4,276,438,447,447,447,447,447,208,447,447,447,447,378,-3
445,7695,2,2,444,438,444,453,453,435,435,276,276,337,389,343,343,356,356,365
445,7696,2,1,-4,-4,453,453,453,547,889,889,567,453,453,869,486,453,865,633
445,7697,2,1,-4,-4,-4,889,877,856,275,436,599,235,558,593,889,585,585,585
445,7698,2,1,-4,-4,-4,889,637,639,779,637,637,704,637,703,704,704,704,704
445,7699,2,1,579,579,579,579,595,579,579,19,447,447,447,889,889,889,889,844
445,7700,2,1,505,19,505,505,505,-5,514,505,505,505,514,-5,-5,-5,-5,-5
445,7701,2,1,804,804,-4,-4,-4,-4,354,-4,-4,869,535,-4,535,-5,213,213
445,7702,2,1,-4,-4,-4,567,-4,-5,-5,-4,-5,-5,-5,-5,-5,785,213,-5
445,7703,2,1,-4,-4,-4,-4,55,55,57,59,59,59,217,55,55,217,44,44
445,7704,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,7705,2,1,889,889,869,883,869,643,585,865,865,889,579,486,485,585,585,585
445,7706,2,2,274,-4,-4,-4,313,313,313,274,447,274,458,274,274,274,379,-5
445,7707,2,1,274,365,243,19,-5,19,19,-5,243,37,19,243,243,243,243,243
445,7708,2,2,338,337,375,23,23,-5,-5,23,23,23,23,23,23,7,7,7
445,7709,2,1,869,-4,869,527,576,389,575,588,865,869,558,567,567,588,869,844
445,7710,2,2,643,-4,424,453,453,889,426,426,426,547,486,453,416,558,853,585
445,7711,2,1,-4,-4,-4,777,708,567,593,585,865,869,804,453,453,588,588,744
445,7712,2,1,-4,-4,889,777,777,889,579,785,883,869,754,549,549,549,-4,686
445,7713,2,2,453,276,444,444,444,444,453,-4,-4,446,446,439,446,-5,-5,449
445,7714,2,1,444,869,595,-4,-4,439,777,453,453,878,-4,-4,-4,-4,683,785
445,7715,2,1,-4,-4,595,889,-4,-4,444,436,439,436,436,436,873,444,444,444
445,7716,1,1,77,225,53,19,13,389,166,216,19,8,19,19,19,19,19,19
445,7717,1,1,805,437,804,364,33,363,363,243,363,19,363,633,633,363,363,363
445,7718,1,1,805,437,437,433,855,749,887,505,243,263,389,376,376,575,-5,-5
445,7719,1,1,276,-4,-4,-4,138,18,234,19,197,3,5,19,19,-5,37,37
445,7720,1,1,436,437,444,446,446,446,96,96,96,96,96,96,96,96,243,243
445,7721,1,1,-4,-4,-4,157,55,-5,-5,-5,-5,308,304,19,523,529,64,64
445,7722,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7723,1,1,48,696,128,385,389,-4,159,87,-3,446,87,87,87,87,506,87
445,7724,3,1,365,274,229,65,229,229,229,64,215,-5,-5,-5,-5,-5,-5,-5
445,7725,3,1,19,254,254,-5,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7726,3,1,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7727,3,1,223,274,276,23,375,274,253,253,253,-5,-5,-5,-5,-5,-5,-5
445,7728,3,1,567,567,274,567,573,567,567,573,869,-5,-5,-5,-5,-5,-5,-5
445,7729,3,2,274,274,274,5,558,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5
445,7730,3,2,389,337,23,23,23,23,337,319,313,-5,-5,-5,-5,-5,-5,-5
445,7731,3,2,389,308,315,225,55,389,216,213,47,-5,-5,-5,-5,-5,-5,-5
445,7732,3,1,229,223,313,178,178,178,178,178,178,-5,-5,-5,-5,-5,-5,-5
445,7733,1,1,453,434,719,777,744,749,747,276,777,706,449,405,405,19,19,448
445,7734,3,2,276,276,243,19,243,243,19,319,319,-5,-5,-5,-5,-5,-5,-5
445,7735,3,2,274,274,256,-5,256,-5,235,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7736,3,2,99,446,105,105,105,105,105,105,105,-5,-5,-5,-5,-5,-5,-5
445,7737,3,1,458,457,458,458,457,457,457,458,458,-5,-5,-5,-5,-5,-5,-5
445,7738,3,2,274,156,156,156,159,126,-5,156,-5,-5,-5,-5,-5,-5,-5,-5
445,7739,3,2,445,445,445,208,445,445,445,678,445,-5,-5,-5,-5,-5,-5,-5
445,7740,3,2,274,445,445,313,204,319,204,204,-4,-5,-5,-5,-5,-5,-5,-5
445,7741,3,1,229,434,163,128,128,128,453,159,159,-5,-5,-5,-5,-5,-5,-5
445,7742,3,1,437,433,437,437,433,433,437,436,436,-5,-5,-5,-5,-5,-5,-5
445,7743,3,1,389,126,229,154,124,126,153,154,124,-5,-5,-5,-5,-5,-5,-5
445,7744,3,1,888,459,229,229,229,175,446,235,216,-5,-5,-5,-5,-5,-5,-5
445,7745,3,2,-5,435,435,435,435,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7746,3,2,96,96,96,96,96,96,96,96,96,-5,-5,-5,-5,-5,-5,-5
445,7747,3,2,203,256,197,19,256,19,13,256,13,-5,-5,-5,-5,-5,-5,-5
445,7748,1,1,274,307,217,558,59,558,59,-5,-5,19,37,19,19,166,19,19
445,7749,1,1,-5,-5,-5,-5,235,47,-5,-5,-5,216,73,225,19,243,224,19
445,7750,1,2,313,337,338,313,313,313,313,313,313,313,313,313,337,337,337,159
445,7751,3,2,389,363,19,389,-5,19,374,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7752,3,1,229,308,308,347,389,538,525,525,525,-5,-5,-5,-5,-5,-5,-5
445,7753,2,1,243,19,19,274,458,19,19,16,254,19,869,337,254,19,243,243
445,7754,2,2,27,174,418,174,418,174,174,418,174,174,174,424,424,174,174,174
445,7755,3,2,23,389,23,23,23,23,337,23,23,-5,-5,-5,-5,-5,-5,-5
445,7756,3,2,207,95,95,95,95,95,446,95,95,-5,-5,-5,-5,-5,-5,-5
445,7757,3,2,327,389,313,319,337,195,19,187,195,-5,-5,-5,-5,-5,-5,-5
445,7758,3,1,505,657,505,437,437,274,275,243,259,-5,-5,-5,-5,-5,-5,-5
445,7759,3,2,376,36,376,19,36,796,-4,-4,84,-5,-5,-5,-5,-5,-5,-5
445,7760,1,2,159,156,159,156,155,155,155,155,155,155,156,155,155,155,155,155
445,7761,3,2,156,156,156,156,156,156,156,156,156,-5,-5,-5,-5,-5,-5,-5
445,7762,3,1,48,73,225,73,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7763,3,1,-4,-4,95,84,84,447,235,84,96,-5,-5,-5,-5,-5,-5,-5
445,7764,3,2,103,105,105,105,99,105,99,99,99,-5,-5,-5,-5,-5,-5,-5
445,7765,3,2,-4,167,105,174,174,19,174,167,19,-5,-5,-5,-5,-5,-5,-5
445,7766,3,1,-5,-5,-5,-5,-5,-5,-5,-5,563,-5,-5,-5,-5,-5,-5,-5
445,7767,3,1,805,805,805,805,806,-4,-5,19,8,-5,-5,-5,-5,-5,-5,-5
445,7768,3,1,55,243,19,274,268,197,363,379,187,-5,-5,-5,-5,-5,-5,-5
445,7769,3,1,19,19,418,424,414,424,5,414,-5,-5,-5,-5,-5,-5,-5,-5
445,7770,3,1,159,167,207,167,174,446,446,105,274,-5,-5,-5,-5,-5,-5,-5
445,7771,3,2,156,157,159,157,159,123,156,157,157,-5,-5,-5,-5,-5,-5,-5
445,7772,3,2,156,156,156,157,157,123,156,157,123,-5,-5,-5,-5,-5,-5,-5
445,7773,2,2,274,163,19,308,19,313,194,313,315,186,-5,-5,-3,19,313,194
445,7774,2,2,208,203,203,446,313,313,313,303,19,379,15,379,379,375,14,235
445,7775,3,2,319,313,319,308,229,315,23,26,337,-5,-5,-5,-5,-5,-5,-5
445,7776,3,1,486,19,558,558,59,225,216,47,47,-5,-5,-5,-5,-5,-5,-5
445,7777,3,2,159,128,135,315,19,19,8,549,64,-5,-5,-5,-5,-5,-5,-5
445,7778,3,1,453,644,704,453,453,889,579,809,453,-5,-5,-5,-5,-5,-5,-5
445,7779,3,2,449,405,276,-4,-4,-4,449,468,869,-5,-5,-5,-5,-5,-5,-5
445,7780,3,1,-4,444,-5,435,435,-5,869,263,263,-5,-5,-5,-5,-5,-5,-5
445,7781,3,2,435,438,435,406,406,406,406,406,-4,-5,-5,-5,-5,-5,-5,-5
445,7782,3,2,-5,-5,-5,809,785,365,407,406,468,-5,-5,-5,-5,-5,-5,-5
445,7783,3,1,433,433,434,889,434,434,434,434,264,-5,-5,-5,-5,-5,-5,-5
445,7784,3,1,274,19,253,253,13,253,19,19,19,-5,-5,-5,-5,-5,-5,-5
445,7785,3,1,885,-5,-5,-5,-5,-5,-5,-5,364,-5,-5,-5,-5,-5,-5,-5
445,7786,3,2,313,315,313,276,179,313,319,315,315,-5,-5,-5,-5,-5,-5,-5
445,7787,1,1,426,424,424,424,424,424,426,418,426,418,426,418,263,426,213,64
445,7788,1,2,339,859,335,319,339,363,313,19,37,25,376,379,379,313,319,-5
445,7789,1,2,-4,-4,235,689,689,796,796,799,796,796,363,796,796,797,796,796
445,7790,1,1,889,856,889,547,33,567,365,777,777,779,777,889,-5,889,777,364
445,7791,1,2,365,335,389,315,385,315,338,338,323,329,164,379,164,164,164,313
445,7792,1,1,486,486,486,486,486,486,486,486,486,486,486,889,486,486,486,486
445,7793,2,1,804,444,437,883,505,889,668,-5,769,-4,579,-4,-4,-4,-4,436
445,7794,2,2,689,363,36,276,689,796,796,96,446,208,315,446,446,446,65,385
445,7795,2,2,336,447,203,446,744,-4,203,203,203,203,203,203,203,406,446,203
445,7796,2,2,276,438,385,385,385,308,385,385,385,308,385,385,385,337,376,303
445,7797,2,2,276,438,449,-4,276,-4,-4,-4,-4,888,354,-4,276,23,337,337
445,7798,2,2,453,79,777,447,449,447,449,449,447,878,-4,-4,-4,-4,779,887
445,7799,2,1,585,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,779,-4
445,7800,2,1,877,453,275,348,175,308,135,163,8,27,328,19,8,27,19,19
445,7801,2,1,458,459,274,877,433,19,447,449,777,303,274,7,683,683,575,376
445,7802,2,2,-4,-4,449,449,-4,-4,-4,-4,276,276,356,356,354,385,364,364
445,7803,2,1,-4,887,479,885,444,437,505,505,459,453,547,-4,-4,-4,-4,-4
445,7804,1,2,276,276,276,276,389,335,335,335,335,335,-4,406,406,-4,453,453
445,7805,1,1,785,-4,-4,-4,769,579,-5,579,579,579,579,599,599,599,589,19
445,7806,2,2,-4,376,95,385,-5,389,308,-4,-5,-4,-4,337,337,-4,338,338
445,7807,3,1,486,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7808,2,1,365,877,453,-4,449,486,496,-4,-4,-4,-4,-4,-4,-4,19,-4
445,7809,2,2,308,308,315,308,385,308,335,308,385,379,379,385,308,375,23,23
445,7810,2,2,364,19,316,435,438,437,274,253,439,407,277,889,877,19,447,-4
445,7811,2,1,-4,424,433,437,589,579,877,426,453,19,433,418,418,418,418,418
445,7812,2,1,-4,-4,-4,447,447,889,805,185,-4,-4,-4,-4,-4,-4,-5,-4
445,7813,2,2,315,313,308,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7814,2,2,777,405,276,468,468,468,19,407,407,448,453,449,449,453,689,447
445,7815,2,2,-4,-4,-4,446,446,97,-4,-4,-4,-4,-4,447,-3,888,446,447
445,7816,2,1,264,889,-4,486,-4,-4,-4,883,514,579,-4,-4,-4,-4,-4,-4
445,7817,2,1,704,877,19,364,883,805,453,453,453,455,-4,-4,-4,-4,-4,-4
445,7818,2,2,376,378,7,385,316,355,355,355,308,308,353,999,-4,277,319,7
445,7819,2,2,389,774,335,335,375,55,375,315,335,379,379,385,375,375,253,253
445,7820,2,2,-4,437,438,444,877,276,437,774,365,345,345,774,774,345,345,345
445,7821,3,2,435,435,435,435,435,435,243,435,438,-5,-5,-5,-5,-5,-5,-5
445,7822,1,2,203,447,424,418,376,19,443,313,313,95,313,207,-5,-5,95,95
445,7823,1,2,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,7824,1,1,805,558,19,19,558,19,19,19,243,243,19,633,633,706,706,805
445,7825,1,2,313,356,335,84,106,446,447,208,447,446,446,447,447,95,446,463
445,7826,2,2,-4,-4,-4,-4,558,19,307,19,19,19,29,19,33,19,33,9
445,7827,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7828,1,2,453,453,588,888,748,889,379,744,779,666,777,233,-4,-4,666,666
445,7829,1,2,319,319,468,313,319,319,319,319,319,319,319,385,313,313,37,37
445,7830,1,2,276,-4,-4,274,-4,-4,-4,-4,-4,-4,439,425,-4,447,447,447
445,7831,1,2,274,-4,319,383,383,-4,-4,33,337,337,337,337,337,339,339,339
445,7832,1,2,276,468,276,-4,-4,-4,276,-4,387,387,387,-5,387,-5,-5,-5
445,7833,1,2,-4,447,95,95,95,95,95,95,95,95,-4,95,95,95,95,95
445,7834,2,1,785,785,883,365,796,203,889,694,809,213,808,-5,-4,856,856,809
445,7835,2,2,446,446,235,447,446,203,208,447,777,777,95,208,447,447,-5,426
445,7836,2,2,-3,-4,889,406,-4,-4,436,-4,444,453,-4,276,276,155,359,436
445,7837,1,1,887,-4,-4,534,593,855,599,869,869,869,553,505,-4,-5,-5,785
445,7838,1,2,313,389,313,313,335,319,389,319,19,378,337,378,376,-5,378,378
445,7839,2,1,453,453,453,486,883,486,518,748,-5,887,435,486,887,804,-5,-5
445,7840,1,1,804,805,453,437,595,579,-4,-4,889,889,486,486,486,-5,-5,-5
445,7841,1,2,435,435,435,435,435,435,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,7842,1,2,-4,-5,-5,-4,744,647,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,7843,1,1,829,829,-5,-5,-5,-5,505,-5,505,505,-5,446,-5,-3,505,516
445,7844,1,2,313,313,-4,-4,229,194,-5,-5,-5,-5,-5,435,194,194,194,194
445,7845,2,1,-5,-5,365,883,806,424,423,426,19,365,276,434,433,19,364,176
445,7846,2,2,276,339,276,389,385,889,229,308,336,337,379,379,307,307,379,313
445,7847,2,1,869,869,579,453,869,-5,588,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7848,2,1,777,479,579,453,486,777,486,-5,804,804,486,486,486,567,-5,-5
445,7849,2,2,435,-4,-4,-4,-4,-4,-4,-4,276,276,275,276,-4,449,449,449
445,7850,2,2,134,159,159,159,134,19,159,134,148,159,159,148,148,134,154,154
445,7851,2,2,-4,277,155,155,387,155,155,-4,447,447,447,468,95,-3,19,19
445,7852,2,1,-4,-4,-4,-4,217,53,59,866,53,53,185,19,59,229,19,229
445,7853,2,2,313,335,389,315,315,-5,-5,-5,-5,-5,313,313,313,-5,-5,-5
445,7854,2,1,-4,-4,769,883,243,274,327,274,376,777,188,376,376,26,217,43
445,7855,2,1,-5,453,579,-5,-5,869,579,223,595,579,588,579,579,579,-5,-5
445,7856,2,2,276,446,96,208,275,96,96,208,235,365,46,446,-4,458,458,458
445,7857,2,1,276,276,453,365,365,274,889,593,593,593,567,567,523,529,529,529
445,7858,2,1,804,875,453,875,875,875,875,875,804,875,875,875,875,875,875,875
445,7859,2,1,785,889,865,567,579,486,486,485,486,486,486,486,486,486,486,486
445,7860,2,1,436,437,437,437,437,437,436,436,436,436,436,436,436,436,436,436
445,7861,2,1,-4,-4,-4,805,805,585,-4,593,877,567,567,567,567,567,567,869
445,7862,2,1,804,-5,-5,-5,-5,856,354,-5,354,-5,-5,-5,-5,-5,-5,-5
445,7863,3,1,579,547,-5,-5,804,516,547,804,869,-5,-5,-5,-5,-5,-5,-5
445,7864,1,2,-4,-4,453,453,185,185,444,308,-4,-4,185,-4,-4,185,185,185
445,7865,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,7866,1,1,877,689,365,805,579,453,579,805,-5,809,887,507,507,547,808,808
445,7867,1,1,579,579,579,579,579,506,567,567,579,579,579,579,579,579,576,576
445,7868,1,1,274,274,274,274,579,579,877,877,865,453,575,575,575,575,575,575
445,7869,1,2,274,777,889,785,785,785,365,365,-4,-4,-4,276,276,276,276,276
445,7870,3,1,777,869,889,804,806,505,585,585,804,-5,-5,-5,-5,-5,-5,-5
445,7871,1,1,885,777,777,777,687,558,505,243,505,243,505,505,505,505,505,505
445,7872,1,1,889,885,506,505,547,558,856,856,595,595,869,844,853,804,804,486
445,7873,1,1,444,439,453,444,437,435,435,458,458,486,696,453,696,59,549,453
445,7874,3,1,67,59,28,19,59,59,258,274,258,-5,-5,-5,-5,-5,-5,-5
445,7875,1,2,-5,315,253,313,313,337,337,337,337,337,-4,-4,-5,-5,-5,-5
445,7876,1,1,777,224,889,777,558,558,633,633,-5,-5,-5,-5,-5,-5,-5,-5
445,7877,3,2,313,313,313,315,315,27,337,25,23,-5,-5,-5,-5,-5,-5,-5
445,7878,3,2,313,313,313,313,376,313,313,185,185,-5,-5,-5,-5,-5,-5,-5
445,7879,3,2,435,435,435,435,435,276,276,276,434,-5,-5,-5,-5,-5,-5,-5
445,7880,3,1,-5,479,-4,486,486,785,274,325,277,-5,-5,-5,-5,-5,-5,-5
445,7881,3,1,526,804,856,883,-5,-5,486,804,-5,-5,-5,-5,-5,-5,-5,-5
445,7882,1,2,264,-4,365,337,468,406,-4,343,343,343,375,343,343,327,355,23
445,7883,1,2,313,319,315,7,7,7,25,383,335,25,383,25,376,25,255,255
445,7884,1,1,-4,-4,-5,-4,466,376,505,426,805,785,636,783,783,19,889,19
445,7885,1,2,-4,-4,387,155,-5,-5,-5,-4,-4,-4,-5,447,25,-5,25,383
445,7886,1,2,777,453,-4,276,877,364,319,364,319,385,19,313,229,313,37,37
445,7887,3,1,19,274,274,274,274,275,269,269,243,-5,-5,-5,-5,-5,-5,-5
445,7888,3,2,468,468,468,468,159,174,163,468,468,-5,-5,-5,-5,-5,-5,-5
445,7889,3,1,526,505,637,567,505,533,505,505,505,-5,-5,-5,-5,-5,-5,-5
445,7890,3,2,274,276,689,276,276,276,276,276,276,-5,-5,-5,-5,-5,-5,-5
445,7891,1,2,276,364,308,19,307,365,365,389,216,216,19,19,19,243,243,169
445,7892,3,2,-4,-4,365,274,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
445,7893,3,2,276,-4,405,405,105,105,-4,274,-4,-5,-5,-5,-5,-5,-5,-5
445,7894,3,2,877,389,365,877,364,444,327,889,856,-5,-5,-5,-5,-5,-5,-5
445,7895,3,2,315,156,156,156,156,156,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7896,3,1,438,424,424,-4,453,389,357,357,347,-5,-5,-5,-5,-5,-5,-5
445,7897,3,1,274,253,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7898,3,2,303,315,313,453,16,16,16,337,313,-5,-5,-5,-5,-5,-5,-5
445,7899,1,1,579,579,804,804,804,883,785,888,804,804,804,-5,-5,804,804,804
445,7900,1,2,276,274,274,276,364,364,365,364,364,318,465,465,465,465,465,465
445,7901,3,2,274,889,-4,193,193,193,453,453,318,-5,-5,-5,-5,-5,-5,-5
445,7902,1,1,274,274,274,274,23,23,23,23,23,23,337,-5,23,23,23,23
445,7903,1,1,544,453,453,808,808,808,806,809,446,433,323,208,208,19,376,376
445,7904,3,2,389,339,23,389,229,229,385,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7905,3,2,889,364,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7906,1,1,-5,-5,337,7,877,889,356,335,365,379,-5,-5,-5,-5,-5,-5
445,7907,2,1,777,785,785,435,453,453,453,768,439,-5,785,806,453,873,785,785
445,7908,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,449,-3,-4
445,7909,2,1,444,453,-4,-4,-4,459,174,5,5,5,5,36,36,36,5,5
445,7910,2,2,444,387,435,-4,-4,406,785,276,276,276,276,777,447,447,749,447
445,7911,3,2,276,438,435,-4,435,434,434,19,19,-5,-5,-5,-5,-5,-5,-5
445,7912,3,2,-5,-4,-4,-4,-4,-5,-5,453,436,-5,-5,-5,-5,-5,-5,-5
445,7913,1,1,869,516,516,-4,516,516,514,-5,516,516,505,869,-5,869,-5,869
445,7914,3,2,-4,-4,-4,453,-4,453,404,-4,888,-5,-5,-5,-5,-5,-5,-5
445,7915,3,2,274,243,223,468,468,468,468,468,-5,-5,-5,-5,-5,-5,-5,-5
445,7916,3,2,276,458,458,458,458,458,433,458,436,-5,-5,-5,-5,-5,-5,-5
445,7917,3,1,-4,453,-4,453,-4,889,389,856,444,-5,-5,-5,-5,-5,-5,-5
445,7918,3,1,-4,479,595,-4,-4,-4,599,-4,869,-5,-5,-5,-5,-5,-5,-5
445,7919,3,2,-4,313,-4,449,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,7920,2,1,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-5
445,7921,2,2,-4,437,437,276,-4,437,437,437,-4,-5,-4,-4,-5,-5,-5,-5
445,7922,3,2,243,438,433,319,313,313,337,337,337,-5,-5,-5,-5,-5,-5,-5
445,7923,2,1,418,418,418,418,418,418,5,418,418,414,226,418,418,418,418,414
445,7924,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,7925,1,1,264,55,235,689,185,235,633,796,796,754,689,796,796,19,19,19
445,7926,1,1,453,453,453,453,453,453,365,877,453,453,877,877,877,877,276,276
445,7927,1,2,-4,-4,-4,744,335,365,889,889,365,889,365,365,877,877,364,-5
445,7928,2,2,315,274,276,276,319,319,319,337,243,19,379,379,23,23,376,-5
445,7929,2,1,587,587,-4,437,437,453,599,889,584,436,436,19,19,436,436,479
445,7930,1,2,433,276,479,785,387,203,446,447,446,206,206,206,206,203,446,446
445,7931,1,2,479,479,479,479,784,274,479,-4,19,-4,435,436,436,436,436,436
445,7932,1,1,444,479,479,777,766,558,779,633,633,633,633,633,633,19,856,856
445,7933,2,2,-4,-4,-5,-5,-5,-5,389,-5,7,389,335,23,25,7,25,376
445,7934,1,1,783,783,783,783,783,783,783,-4,-4,-4,588,783,783,783,549,518
445,7935,1,1,-4,547,444,637,635,634,637,637,634,639,-4,534,-5,-5,-5,-5
445,7936,2,2,276,438,276,274,799,189,276,438,795,387,335,276,376,319,319,319
